table;month_partition_date;last_working_day_arda;json_extra_params
JM_CONTR_BIS;2019-01;20190131;{"fecha_partition_contratos_lwda":"20190131","fecha_partition_contratos_lcd":"2019-01-31","fecha_partition_personas_lwda":"20190131","fecha_partition_contratos_garra_lwda":"20190131","fecha_partition_ifrs9_bonos_lwda":"20190131","fecha_partition_map_baremos_global_local_lcd":"2019-01-31","fecha_partition_baremos_local_lcd":"2019-01-31","fecha_partition_derivados_swap_lwda":"20190131","fecha_partition_especies_lcd":"2019-01-31","fecha_partition_especies_lcda":"20190131","dias_del_mes":"31"}
JM_CONTR_BIS;2019-02;20190228;{"fecha_partition_contratos_lwda":"20190228","fecha_partition_contratos_lcd":"2019-02-28","fecha_partition_personas_lwda":"20190228","fecha_partition_contratos_garra_lwda":"20190228","fecha_partition_ifrs9_bonos_lwda":"20190228","fecha_partition_map_baremos_global_local_lcd":"2019-02-28","fecha_partition_baremos_local_lcd":"2019-02-28","fecha_partition_derivados_swap_lwda":"20190228","fecha_partition_especies_lcd":"2019-02-28","fecha_partition_especies_lcda":"20190228","dias_del_mes":"28"}
JM_CONTR_BIS;2019-03;20190329;{"fecha_partition_contratos_lwda":"20190329","fecha_partition_contratos_lcd":"2019-03-31","fecha_partition_personas_lwda":"20190329","fecha_partition_contratos_garra_lwda":"20190329","fecha_partition_ifrs9_bonos_lwda":"20190329","fecha_partition_map_baremos_global_local_lcd":"2019-03-31","fecha_partition_baremos_local_lcd":"2019-03-31","fecha_partition_derivados_swap_lwda":"20190329","fecha_partition_especies_lcd":"2019-03-31","fecha_partition_especies_lcda":"20190329","dias_del_mes":"31"}
JM_CONTR_BIS;2019-04;20190430;{"fecha_partition_contratos_lwda":"20190430","fecha_partition_contratos_lcd":"2019-04-30","fecha_partition_personas_lwda":"20190430","fecha_partition_contratos_garra_lwda":"20190430","fecha_partition_ifrs9_bonos_lwda":"20190430","fecha_partition_map_baremos_global_local_lcd":"2019-04-30","fecha_partition_baremos_local_lcd":"2019-04-30","fecha_partition_derivados_swap_lwda":"20190430","fecha_partition_especies_lcd":"2019-04-30","fecha_partition_especies_lcda":"20190430","dias_del_mes":"30"}
JM_CONTR_BIS;2019-05;20190531;{"fecha_partition_contratos_lwda":"20190531","fecha_partition_contratos_lcd":"2019-05-31","fecha_partition_personas_lwda":"20190531","fecha_partition_contratos_garra_lwda":"20190531","fecha_partition_ifrs9_bonos_lwda":"20190531","fecha_partition_map_baremos_global_local_lcd":"2019-05-31","fecha_partition_baremos_local_lcd":"2019-05-31","fecha_partition_derivados_swap_lwda":"20190531","fecha_partition_especies_lcd":"2019-05-31","fecha_partition_especies_lcda":"20190531","dias_del_mes":"31"}
JM_CONTR_BIS;2019-06;20190628;{"fecha_partition_contratos_lwda":"20190628","fecha_partition_contratos_lcd":"2019-06-30","fecha_partition_personas_lwda":"20190628","fecha_partition_contratos_garra_lwda":"20190628","fecha_partition_ifrs9_bonos_lwda":"20190628","fecha_partition_map_baremos_global_local_lcd":"2019-06-30","fecha_partition_baremos_local_lcd":"2019-06-30","fecha_partition_derivados_swap_lwda":"20190628","fecha_partition_especies_lcd":"2019-06-30","fecha_partition_especies_lcda":"20190628","dias_del_mes":"30"}
JM_CONTR_BIS;2019-07;20190731;{"fecha_partition_contratos_lwda":"20190731","fecha_partition_contratos_lcd":"2019-07-31","fecha_partition_personas_lwda":"20190731","fecha_partition_contratos_garra_lwda":"20190731","fecha_partition_ifrs9_bonos_lwda":"20190731","fecha_partition_map_baremos_global_local_lcd":"2019-07-31","fecha_partition_baremos_local_lcd":"2019-07-31","fecha_partition_derivados_swap_lwda":"20190731","fecha_partition_especies_lcd":"2019-07-31","fecha_partition_especies_lcda":"20190731","dias_del_mes":"31"}
JM_CONTR_BIS;2019-08;20190830;{"fecha_partition_contratos_lwda":"20190830","fecha_partition_contratos_lcd":"2019-08-31","fecha_partition_personas_lwda":"20190830","fecha_partition_contratos_garra_lwda":"20190830","fecha_partition_ifrs9_bonos_lwda":"20190830","fecha_partition_map_baremos_global_local_lcd":"2019-08-31","fecha_partition_baremos_local_lcd":"2019-08-31","fecha_partition_derivados_swap_lwda":"20190830","fecha_partition_especies_lcd":"2019-08-31","fecha_partition_especies_lcda":"20190830","dias_del_mes":"31"}
JM_CONTR_BIS;2019-09;20190930;{"fecha_partition_contratos_lwda":"20190930","fecha_partition_contratos_lcd":"2019-09-30","fecha_partition_personas_lwda":"20190930","fecha_partition_contratos_garra_lwda":"20190930","fecha_partition_ifrs9_bonos_lwda":"20190930","fecha_partition_map_baremos_global_local_lcd":"2019-09-30","fecha_partition_baremos_local_lcd":"2019-09-30","fecha_partition_derivados_swap_lwda":"20190930","fecha_partition_especies_lcd":"2019-09-30","fecha_partition_especies_lcda":"20190930","dias_del_mes":"30"}
JM_CONTR_BIS;2019-10;20191031;{"fecha_partition_contratos_lwda":"20191031","fecha_partition_contratos_lcd":"2019-10-31","fecha_partition_personas_lwda":"20191031","fecha_partition_contratos_garra_lwda":"20191031","fecha_partition_ifrs9_bonos_lwda":"20191031","fecha_partition_map_baremos_global_local_lcd":"2019-10-31","fecha_partition_baremos_local_lcd":"2019-10-31","fecha_partition_derivados_swap_lwda":"20191031","fecha_partition_especies_lcd":"2019-10-31","fecha_partition_especies_lcda":"20191031","dias_del_mes":"31"}
JM_CONTR_BIS;2019-11;20191129;{"fecha_partition_contratos_lwda":"20191129","fecha_partition_contratos_lcd":"2019-11-30","fecha_partition_personas_lwda":"20191129","fecha_partition_contratos_garra_lwda":"20191129","fecha_partition_ifrs9_bonos_lwda":"20191129","fecha_partition_map_baremos_global_local_lcd":"2019-11-30","fecha_partition_baremos_local_lcd":"2019-11-30","fecha_partition_derivados_swap_lwda":"20191129","fecha_partition_especies_lcd":"2019-11-30","fecha_partition_especies_lcda":"20191129","dias_del_mes":"30"}
JM_CONTR_BIS;2019-12;20191230;{"fecha_partition_contratos_lwda":"20191230","fecha_partition_contratos_lcd":"2019-12-31","fecha_partition_personas_lwda":"20191230","fecha_partition_contratos_garra_lwda":"20191230","fecha_partition_ifrs9_bonos_lwda":"20191230","fecha_partition_map_baremos_global_local_lcd":"2019-12-31","fecha_partition_baremos_local_lcd":"2019-12-31","fecha_partition_derivados_swap_lwda":"20191230","fecha_partition_especies_lcd":"2019-12-31","fecha_partition_especies_lcda":"20191230","dias_del_mes":"31"}
JM_CONTR_BIS;2020-01;20200131;{"fecha_partition_contratos_lwda":"20200131","fecha_partition_contratos_lcd":"2020-01-31","fecha_partition_personas_lwda":"20200131","fecha_partition_contratos_garra_lwda":"20200131","fecha_partition_ifrs9_bonos_lwda":"20200131","fecha_partition_map_baremos_global_local_lcd":"2020-01-31","fecha_partition_baremos_local_lcd":"2020-01-31","fecha_partition_derivados_swap_lwda":"20200131","fecha_partition_especies_lcd":"2020-01-31","fecha_partition_especies_lcda":"20200131","dias_del_mes":"31"}
JM_CONTR_BIS;2020-02;20200228;{"fecha_partition_contratos_lwda":"20200228","fecha_partition_contratos_lcd":"2020-02-29","fecha_partition_personas_lwda":"20200228","fecha_partition_contratos_garra_lwda":"20200228","fecha_partition_ifrs9_bonos_lwda":"20200228","fecha_partition_map_baremos_global_local_lcd":"2020-02-29","fecha_partition_baremos_local_lcd":"2020-02-29","fecha_partition_derivados_swap_lwda":"20200228","fecha_partition_especies_lcd":"2020-02-29","fecha_partition_especies_lcda":"20200228","dias_del_mes":"29"}
JM_CONTR_BIS;2020-03;20200330;{"fecha_partition_contratos_lwda":"20200330","fecha_partition_contratos_lcd":"2020-03-31","fecha_partition_personas_lwda":"20200330","fecha_partition_contratos_garra_lwda":"20200330","fecha_partition_ifrs9_bonos_lwda":"20200330","fecha_partition_map_baremos_global_local_lcd":"2020-03-31","fecha_partition_baremos_local_lcd":"2020-03-31","fecha_partition_derivados_swap_lwda":"20200330","fecha_partition_especies_lcd":"2020-03-31","fecha_partition_especies_lcda":"20200330","dias_del_mes":"31"}
JM_CONTR_BIS;2020-04;20200430;{"fecha_partition_contratos_lwda":"20200430","fecha_partition_contratos_lcd":"2020-04-30","fecha_partition_personas_lwda":"20200430","fecha_partition_contratos_garra_lwda":"20200430","fecha_partition_ifrs9_bonos_lwda":"20200430","fecha_partition_map_baremos_global_local_lcd":"2020-04-30","fecha_partition_baremos_local_lcd":"2020-04-30","fecha_partition_derivados_swap_lwda":"20200430","fecha_partition_especies_lcd":"2020-04-30","fecha_partition_especies_lcda":"20200430","dias_del_mes":"30"}
JM_CONTR_BIS;2020-05;20200529;{"fecha_partition_contratos_lwda":"20200529","fecha_partition_contratos_lcd":"2020-05-31","fecha_partition_personas_lwda":"20200529","fecha_partition_contratos_garra_lwda":"20200529","fecha_partition_ifrs9_bonos_lwda":"20200529","fecha_partition_map_baremos_global_local_lcd":"2020-05-31","fecha_partition_baremos_local_lcd":"2020-05-31","fecha_partition_derivados_swap_lwda":"20200529","fecha_partition_especies_lcd":"2020-05-31","fecha_partition_especies_lcda":"20200529","dias_del_mes":"31"}
