23100;3;29002;2010-01-01;9999-12-31;FINANC. AUTO FIJA $;2020-01-30;291130
23100;3;29003;2010-01-01;9999-12-31;LEASING DE CAMIONES PESADOS Y SEMIS;2020-01-30;291210
23100;3;29004;2010-01-01;9999-12-31;FINANC. CAMIONES VAR. $;2020-01-30;291220
23100;3;29005;2010-01-01;9999-12-31;FINANC. CAMIONES FIJ. $;2020-01-30;291230
23100;3;29006;2010-01-01;9999-12-31;FINANC. CAMIONES FIJ.U$D;2020-01-30;291240
23100;3;29007;2010-01-01;9999-12-31;FINANC. MAQ IND VAR. $;2020-01-30;291320
23100;3;29008;2010-01-01;9999-12-31;FINANC. MAQ IND FIJA $;2020-01-30;291330
23100;3;29009;2010-01-01;9999-12-31;LEASING DE AUTOELEVADORES EXTERIOR;2020-01-30;291340
23100;3;29010;2010-01-01;9999-12-31;LEASING DE EQUIPOS VIALES;2020-01-30;291410
23100;3;29011;2010-01-01;9999-12-31;FINANC. MAQ VIAL VAR. $;2020-01-30;291420
23100;3;29012;2010-01-01;9999-12-31;FINANC. MAQ VIAL FIJA $;2020-01-30;291430
23100;3;29013;2010-01-01;9999-12-31;LEASING GRUAS DEL EXTERIOR;2020-01-30;291440
23100;3;29014;2010-01-01;9999-12-31;LEASING DE TRACTORES;2020-01-30;291510
23100;3;29015;2010-01-01;9999-12-31;FINANC. MAQ.AGR. VAR. $;2020-01-30;291520
23100;3;29016;2010-01-01;9999-12-31;FINANC. MAQ AGRO FIJA $;2020-01-30;291530
23100;3;29017;2010-01-01;9999-12-31;LEASING PULVERIZADORA AUTOPROPULSADA;2020-01-30;291540
23100;3;29018;2010-01-01;9999-12-31;LEASING DE EQUIPOS Y MAQUI DE ARRASTRE;2020-01-30;291550
23100;3;29019;2010-01-01;9999-12-31;FINANC. HI TECH VAR. $;2020-01-30;291620
23100;3;29020;2010-01-01;9999-12-31;FINANC. HI TECH FIJA $;2020-01-30;291630
23100;3;29021;2010-01-01;9999-12-31;FINANC. INMUEBLES VAR. $;2020-01-30;291720
23100;3;29022;2010-01-01;9999-12-31;FINANC. INMUEBLES FIJA $;2020-01-30;291730
23100;3;29023;2010-01-01;9999-12-31;FINANC. MUEBLES VAR. $;2020-01-30;291820
23100;3;29024;2010-01-01;9999-12-31;FINANC. MUEBLES FIJA $;2020-01-30;291830
23100;3;29025;2010-01-01;9999-12-31;FINANC. OTROS VAR. $;2020-01-30;291920
23100;3;29026;2010-01-01;9999-12-31;FINANC. OTROS FIJA $;2020-01-30;291930
23100;3;29027;2010-01-01;9999-12-31;CPRA/VTA  HI TECH FIJA $;2020-01-30;293630
23100;3;29028;2010-01-01;9999-12-31;CPRA/VTA  OTROS FIJA $;2020-01-30;293930
23100;3;29029;2010-01-01;9999-12-31;COMERCIO VISA - TARJ NO PRESENTE;2020-01-30;2E45NP
23100;3;29030;2010-01-01;9999-12-31;COMERCIO MASTER - TARJ NO PRESENTE;2020-01-30;2E46NP
23100;3;30001;2010-01-01;9999-12-31;Prestamos;2020-01-30;300000
23100;3;30002;2010-01-01;9999-12-31;Prestamos - ACAH;2020-01-30;300010
23100;3;30003;2010-01-01;9999-12-31;Prestamos - ACTE;2020-01-30;300012
23100;3;30004;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30N990
23100;3;30005;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30N991
23100;3;30006;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NAD0
23100;3;30007;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NAD1
23100;3;30008;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NDD0
23100;3;30009;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NDD1
23100;3;30010;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NHI0
23100;3;30011;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NHI1
23100;3;30012;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NLS0
23100;3;30013;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NLS1
23100;3;30014;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NPE0
23100;3;30015;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NPE1
23100;3;30016;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NPR0
23100;3;30017;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NPR1
23100;3;30018;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NRE0
23100;3;30019;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NRE1
23100;3;30020;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NSF0
23100;3;30021;2010-01-01;9999-12-31;PRESTAMOS;2020-01-30;30NSF1
23100;3;31001;2010-01-01;9999-12-31;Prestamos prendarios;2020-01-30;310000
23100;3;31002;2010-01-01;9999-12-31;PRESTAMOS PRENDARIOS;2020-01-30;31UPR0
23100;3;31003;2010-01-01;9999-12-31;PRESTAMOS PRENDARIOS;2020-01-30;31UPR1
23100;3;32001;2010-01-01;9999-12-31;Prestamos discontinuados;2020-01-30;320000
23100;3;32002;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32X990
23100;3;32003;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32X991
23100;3;32004;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32XHI0
23100;3;32005;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32XHI1
23100;3;32006;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32XPE0
23100;3;32007;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32XPE1
23100;3;32008;2010-01-01;9999-12-31;PRESTAMOS DISCONTINUADOS;2020-01-30;32XPR0
23100;3;32009;2010-01-01;9999-12-31;PRESTAMOS DICONTINUADOS;2020-01-30;32XPR1
23100;3;33001;2010-01-01;9999-12-31;PRESTAMOS AJUSTABLES;2020-01-30;330000
23100;3;34001;2010-01-01;9999-12-31;PRESTAMOS EN YENES - CA $;2020-01-30;340010
23100;3;34002;2010-01-01;9999-12-31;PRESTAMOS EN YENES CA U$S;2020-01-30;340011
23100;3;34003;2010-01-01;9999-12-31;PRESTAMOS EN YENES - CC $;2020-01-30;340012
23100;3;34004;2010-01-01;9999-12-31;PRESTAMOS EN YENES CC U$S;2020-01-30;340013
23100;3;35001;2010-01-01;9999-12-31;PTMO PERSONAL EN PESOS A TASA FIJA;2020-01-30;350001
23100;3;35002;2010-01-01;9999-12-31;PTMO PERSONAL EN PESOS A TASA VAR.;2020-01-30;350002
23100;3;35003;2010-01-01;9999-12-31;PTMO PERSONAL EN DOLARES A TASA FIJA;2020-01-30;350003
23100;3;35004;2010-01-01;9999-12-31;PTMO PERSONAL EN DOLARES A TASA VAR.;2020-01-30;350004
23100;3;35005;2010-01-01;9999-12-31;PTMO PERS EN PESOS TASA FIJA PARA EMP.;2020-01-30;350005
23100;3;35006;2010-01-01;9999-12-31;PTMO PERS EN DOLARES TASA FIJA PARA EMP.;2020-01-30;350006
23100;3;35007;2010-01-01;9999-12-31;PTMO PERS EN PESOS TASA VAR. PARA EMP.;2020-01-30;350007
23100;3;35008;2010-01-01;9999-12-31;PTMO PERS EN DOLARES TASA VAR. PARA EMP.;2020-01-30;350008
23100;3;35009;2010-01-01;9999-12-31;PTMO PERS EN ARS A TASA FIJA SIN SEGURO;2020-01-30;350009
23100;3;35010;2010-01-01;9999-12-31;PTMO PERS EN ARS A TASA VAR. SIN SEGURO;2020-01-30;350010
23100;3;35011;2010-01-01;9999-12-31;PTMO PERS EN USD A TASA FIJA SIN SEGURO;2020-01-30;350011
23100;3;35012;2010-01-01;9999-12-31;PTMO PERS EN USD A TASA VAR. SIN SEGURO;2020-01-30;350012
23100;3;35013;2010-01-01;9999-12-31;PTMO PERS AD.ESPECIAL ARS CUOTA UNICA;2020-01-30;350013
23100;3;35014;2010-01-01;9999-12-31;PTMO PERS AD.ESPECIAL USD CUOTA UNICA;2020-01-30;350014
23100;3;35015;2010-01-01;9999-12-31;PTMO PERSONAL EN PESOS A TASA FIJA 2003;2020-01-30;350015
23100;3;35016;2010-01-01;9999-12-31;PTMO PERS PESOS TASA FIJA PARA EMP. 2003;2020-01-30;350016
23100;3;35017;2010-01-01;9999-12-31;PTMO PERSONAL EN PESOS A TASA FIJA 2003;2020-01-30;350017
23100;3;35018;2010-01-01;9999-12-31;PTMO PERSONAL EN PESOS A TASA FIJA CON P;2020-01-30;350018
23100;3;35019;2010-01-01;9999-12-31;PTMO UNIVERSITARIO;2020-01-30;350019
23100;3;35020;2010-01-01;9999-12-31;PRESTAMO PERSONAL FLEXIBLE;2020-01-30;350020
23100;3;35021;2010-01-01;9999-12-31;PRESTAMO PREACORDADO P/SCTA 1;2020-01-30;350021
23100;3;35022;2010-01-01;9999-12-31;PREST PERS INDIV CANAL CONCESIONARIOS;2020-01-30;350022
23100;3;35023;2010-01-01;9999-12-31;PREST PERS EMPRESAS DEL GRUPO SANTANDER;2020-01-30;350023
23100;3;35024;2010-01-01;9999-12-31;PREST PERS PREACORDADO;2020-01-30;350024
23100;3;35025;2010-01-01;9999-12-31;PREST PERS MONOPRODUCTO;2020-01-30;350025
23100;3;35026;2010-01-01;9999-12-31;PREST PERS MONOPRODUCTO II;2020-01-30;350026
23100;3;35027;2010-01-01;9999-12-31;PREST PERSONALES INFINITY;2020-01-30;350027
23100;3;35028;2010-01-01;9999-12-31;PREST PERS 12X12;2020-01-30;350028
23100;3;35029;2010-01-01;9999-12-31;PRESTAMOS PERSONALES EN TIENDAS;2020-01-30;350029
23100;3;35030;2010-01-01;9999-12-31;PRESTAMOS PERSONALES 2008 1;2020-01-30;350030
23100;3;35031;2010-01-01;9999-12-31;PRESTAMO ESPECIAL DE RECONDUCCION;2020-01-30;350031
23100;3;35032;2010-01-01;9999-12-31;PREST PERSONAL PAS TASA ESPECIAL;2020-01-30;350032
23100;3;35033;2010-01-01;9999-12-31;PREST PERS PAS TASAS ESPECIALES GTS 3%;2020-01-30;350033
23100;3;35034;2010-01-01;9999-12-31;PREST PERSONALES CAMPAÑA CUOTA LOCA;2020-01-30;350034
23100;3;35035;2010-01-01;9999-12-31;PREST PERS BNP CLIENT NO ;2020-01-30;350035
23100;3;35036;2010-01-01;9999-12-31;PREST PERS BNP EMPLEADOS T FIJA;2020-01-30;350036
23100;3;35037;2010-01-01;9999-12-31;PREST PERS BNP EMPLEADOS C UNICA;2020-01-30;350037
23100;3;35038;2010-01-01;9999-12-31;PREST PERS MONOPRODUCTO PAS ING >3.200   ;2020-01-30;350038
23100;3;35039;2010-01-01;9999-12-31;P PERS MONOPRODUCTO PAS ING <3.200;2020-01-30;350039
23100;3;35040;2010-01-01;9999-12-31;PREST PERS BNP EX PRENDARIOS;2020-01-30;350040
23100;3;35041;2010-01-01;9999-12-31;PREST PERSONALES CAMPAÑA TELECOM        ;2020-01-30;350041
23100;3;35042;2010-01-01;9999-12-31;PREST PERSONAL CAMPAÑA GARBARINO        ;2020-01-30;350042
23100;3;35043;2010-01-01;9999-12-31;PREST PERSONALES TIENDAS SIN GASTOS     ;2020-01-30;350043
23100;3;35044;2010-01-01;9999-12-31;PREST PERS SCTA CON PREACORDADO;2020-01-30;350044
23100;3;35045;2010-01-01;9999-12-31;PRESTAMO ESPECIAL CUOTA UNICA;2020-01-30;350045
23100;3;35046;2010-01-01;9999-12-31;PREST PERS AUPH                         ;2020-01-30;350046
23100;3;35047;2010-01-01;9999-12-31;PREST PERSONAL I PLATINUM RLE           ;2020-01-30;350047
23100;3;35048;2010-01-01;9999-12-31;PREST PERSONAL I GOLD RLE               ;2020-01-30;350048
23100;3;35049;2010-01-01;9999-12-31;PRESTAMO PERSONAL INFINTY RLE           ;2020-01-30;350049
23100;3;35050;2010-01-01;9999-12-31;PREST PERSONAL AUPH                     ;2020-01-30;350050
23100;3;35051;2010-01-01;9999-12-31;PREST PERSONAL INFINITY BLACK;2020-01-30;350051
23100;3;35052;2010-01-01;9999-12-31;PREST PERS CAMPA¬AS PYME                ;2020-01-30;350052
23100;3;35053;2010-01-01;9999-12-31;PREST PERS SIN GASTOS I PLATINUM        ;2020-01-30;350053
23100;3;35054;2010-01-01;9999-12-31;PREST PERS SIN GASTOS I GOLD            ;2020-01-30;350054
23100;3;35055;2010-01-01;9999-12-31;PREST PERS SIN GTOS INFINITY            ;2020-01-30;350055
23100;3;35056;2010-01-01;9999-12-31;PREST PERS EMPLEADOS TASA ESPECIAL I    ;2020-01-30;350056
23100;3;35057;2010-01-01;9999-12-31;PP EMPLEAD GRUP T ESP II                ;2020-01-30;350057
23100;3;35058;2010-01-01;9999-12-31;PP EMPL GRUPO T ESP III                 ;2020-01-30;350058
23100;3;35059;2010-01-01;9999-12-31;PP EMPL GRUPO T ESP IV                  ;2020-01-30;350059
23100;3;35060;2010-01-01;9999-12-31;PP EMP GRUP T ESPEC V                   ;2020-01-30;350060
23100;3;35061;2010-01-01;9999-12-31;PP EMPLEADOS SANT T ESP I               ;2020-01-30;350061
23100;3;35062;2010-01-01;9999-12-31;PP EMPLE SANT T ESP II                  ;2020-01-30;350062
23100;3;35063;2010-01-01;9999-12-31;PP EMPLEADO SAN TESP III                ;2020-01-30;350063
23100;3;35064;2010-01-01;9999-12-31;PP EMPL SANT TASA ESP IV                ;2020-01-30;350064
23100;3;35065;2010-01-01;9999-12-31;PP EMPL SANT TESP V                     ;2020-01-30;350065
23100;3;35066;2010-01-01;9999-12-31;PREST PERSONALES SIN GASTOS ESPECIAL    ;2020-01-30;350066
23100;3;35067;2010-01-01;9999-12-31;PREST PERS MICROCREDITOS 30 DIAS;2020-01-30;350067
23100;3;35068;2010-01-01;9999-12-31;PREST PERS MICROCREDITOS 15 DIAS;2020-01-30;350068
23100;3;35069;2010-01-01;9999-12-31;PREST PERS MICROCREDITOS 15 DIAS II;2020-01-30;350069
23100;3;35070;2010-01-01;9999-12-31;PREST PERSONAL PYME INFINITY UNO        ;2020-01-30;350070
23100;3;35071;2010-01-01;9999-12-31;PREST PERSONAL PYME INF GOLD            ;2020-01-30;350071
23100;3;35072;2010-01-01;9999-12-31;PREST PERSONAL PYME INF PLATINUM        ;2020-01-30;350072
23100;3;35073;2010-01-01;9999-12-31;PRESTAMOS PERSONALES - CLON S3          ;2020-01-30;350073
23100;3;35074;2010-01-01;9999-12-31;PRESTAMOS PERSONALES CLON BLACK         ;2020-01-30;350074
23100;3;35075;2010-01-01;9999-12-31;PREST PERS CLON I PLATINUM              ;2020-01-30;350075
23100;3;35076;2010-01-01;9999-12-31;PREST PERSONALES CLONES                 ;2020-01-30;350076
23100;3;35077;2010-01-01;9999-12-31;PREST PERS VIVIENDA OIF                 ;2020-01-30;350077
23100;3;35078;2010-01-01;9999-12-31;PTMO PERSONAL VUELCO CITI               ;2020-01-30;350078
23100;3;35079;2010-01-01;9999-12-31;PTMO VUELCO CITI EMP                    ;2020-01-30;350079
23100;3;35080;2010-01-01;9999-12-31;OPEN CREDIT CLIENTES                    ;2020-01-30;350080
23100;3;35081;2010-01-01;9999-12-31;OPEN CREDIT EMPLEADOS                   ;2020-01-30;350081
23100;3;35082;2010-01-01;9999-12-31;PREST PERSONAL BLACK PYME               ;2020-01-30;350082
23100;3;35083;2010-01-01;9999-12-31;OPEN CREDIT CL                          ;2020-01-30;350083
23100;3;35084;2010-01-01;9999-12-31;OPEN CREDIT EMPLEADOS                   ;2020-01-30;350084
23100;3;35085;2010-01-01;9999-12-31;OPEN CREDIT ALEMAN                      ;2020-01-30;350085
23100;3;35086;2010-01-01;9999-12-31;OPEN CREDIT ALEMAN EMP                  ;2020-01-30;350086
23100;3;35087;2010-01-01;9999-12-31;PERSONAL UVA BLACK                      ;2020-01-30;350100
23100;3;35088;2010-01-01;9999-12-31;PERSONAL UVA BLACK                      ;2020-01-30;350101
23100;3;35089;2010-01-01;9999-12-31;PERSONAL UVA PLATINUM                   ;2020-01-30;350102
23100;3;35090;2010-01-01;9999-12-31;PERSONAL UVA PLATINUM                   ;2020-01-30;350103
23100;3;35091;2010-01-01;9999-12-31;PERSONAL UVA GOLD                       ;2020-01-30;350104
23100;3;35092;2010-01-01;9999-12-31;PERSONAL UVA GOLD                       ;2020-01-30;350105
23100;3;35093;2010-01-01;9999-12-31;PERSONAL UVA INFINITY                   ;2020-01-30;350106
23100;3;35094;2010-01-01;9999-12-31;PERSONAL UVA INFINITY                   ;2020-01-30;350107
23100;3;35095;2010-01-01;9999-12-31;PERSONAL UVA SC3/2                      ;2020-01-30;350108
23100;3;35096;2010-01-01;9999-12-31;PERSONAL UVA SC3/2                      ;2020-01-30;350109
23100;3;35097;2010-01-01;9999-12-31;PERSONAL UVA EMPLEADOS SANTANDER        ;2020-01-30;350110
23100;3;35098;2010-01-01;9999-12-31;PERSONAL UVA EMPLEADOS GRUPO            ;2020-01-30;350111
23100;3;35099;2010-01-01;9999-12-31;PERSONAL UVA PYMES BLACK                ;2020-01-30;350112
23100;3;35100;2010-01-01;9999-12-31;PERSONAL UVA PYMES BLACK                ;2020-01-30;350113
23100;3;35101;2010-01-01;9999-12-31;PERSONAL UVA PYMES PLATINUM             ;2020-01-30;350114
23100;3;35102;2010-01-01;9999-12-31;PERSONAL UVA PYMES PLATINUM             ;2020-01-30;350115
23100;3;35103;2010-01-01;9999-12-31;PERSONAL UVA PYMES GOLD                 ;2020-01-30;350116
23100;3;35104;2010-01-01;9999-12-31;PERSONAL UVA PYMES GOLD                 ;2020-01-30;350117
23100;3;35105;2010-01-01;9999-12-31;PERSONAL UVA PYMES INFINITY             ;2020-01-30;350118
23100;3;35106;2010-01-01;9999-12-31;PERSONAL UVA PYMES INFINITY             ;2020-01-30;350119
23100;3;35107;2010-01-01;9999-12-31;PERSONAL UVA SC/P;2020-01-30;350120
23100;3;35108;2010-01-01;9999-12-31;PERSONAL UVA SC/P;2020-01-30;350121
23100;3;35109;2010-01-01;9999-12-31;PTMO PERSONAL EN PESIFICADO A TASA FIJA;2020-01-30;350203
23100;3;35110;2010-01-01;9999-12-31;PTMO PERSONAL PESIFICADO A TASA VAR.;2020-01-30;350204
23100;3;35111;2010-01-01;9999-12-31;PTMO PERS PESIFICADO TASA FIJA PARA EMP.;2020-01-30;350206
23100;3;35112;2010-01-01;9999-12-31;PTMO PERS PESIFICADO TASA VAR. PARA EMP.;2020-01-30;350208
23100;3;35113;2010-01-01;9999-12-31;PTMO PERS PESIFICADO A TASA FIJA SIN SEG;2020-01-30;350211
23100;3;35114;2010-01-01;9999-12-31;PTMO PERS PESIFICADO A TASA VAR. SIN SEG;2020-01-30;350212
23100;3;35115;2010-01-01;9999-12-31;PTMO PERS AD.ESPECIAL PESIFICADO CUOTA U;2020-01-30;350214
23100;3;36001;2010-01-01;9999-12-31;PTMO CORPORATE SOLA FIRMA EN PESOS;2020-01-30;360001
23100;3;36002;2010-01-01;9999-12-31;PTMO CORPORATE SOLA FIRMA EN DOLARES;2020-01-30;360002
23100;3;36003;2010-01-01;9999-12-31;PTMO CORPORATE ADEL. ESP. EN PESOS;2020-01-30;360003
23100;3;36004;2010-01-01;9999-12-31;PTMO CORPORATE ADEL. ESP. EN DOLARES;2020-01-30;360004
23100;3;36005;2010-01-01;9999-12-31;PTMO CORPORATE INT CAPITALIZABLE DOLARES;2020-01-30;360005
23100;3;36006;2010-01-01;9999-12-31;PTMO CORPORATE ADEL. ESP. EN ARS DIAS;2020-01-30;360006
23100;3;36007;2010-01-01;9999-12-31;PTMO CORPORATE ADEL. ESP. EN USD DIAS;2020-01-30;360007
23100;3;36008;2010-01-01;9999-12-31;PTMO CORPORATE SISTEMA FRANCES PESOS;2020-01-30;360011
23100;3;36009;2010-01-01;9999-12-31;PTMO CORPORATE SISTEMA FRANCES DOLARES;2020-01-30;360012
23100;3;36010;2010-01-01;9999-12-31;PTMO CORPORATE S FIRMA  $  - CUOTA UNICA;2020-01-30;360013
23100;3;36011;2010-01-01;9999-12-31;PTMO CORPORATE S FIRMA U$S - CUOTA UNICA;2020-01-30;360014
23100;3;36012;2010-01-01;9999-12-31;PTMO CORPORATE ADEL ESP  $  CUOTA UNICA;2020-01-30;360015
23100;3;36013;2010-01-01;9999-12-31;PTMO CORPORATE ADEL ESP U$S CUOTA UNICA;2020-01-30;360016
